Commentaire,Séance,Module,Présentation,Contenu,Design,Général,Communication,Structure,Utilité,Intrinsèque,Accomplissement,Cout,Anxiété,Colère,Ennui,Joie,espoir,"
désespoir",Satisfaction,Gratitude,"
Déception",Mécontentement,Confusion,Polarité,Attitude,Attente,Valeur,Sentiment,Aspect
Très bonne communication entre le prof et les étudiants,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,U,J,C
C'est un cours qui n'est pas très chargé donc on a le temps d'assimiler toutes les notions durant la séance,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
Le cours contient plusieurs notions théoriques très importante dans le monde professionnel ,/,Esi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
Bien structuré et contient l'essentiel,/,Esi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
Le cours contient des schémas d'illustration avec un peu de texte et une couleur verte des slides qu'est bonne,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
Le prof de cours clarifie bien les choses avec des exemples de son expérience et répond au questions des étudiants d'une façon claire et directe,/,Esi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,NE,J,Pr
La qualité de cours est bonne même les notions élaboré pendant le cours sont intéressants,/,Esi,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
la manière de présentation est efficace et claire ,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,D
la structure est logique  ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,A,G
Il y avait pas de couleurs :)) ça n'affecte pas le déroulement de la séance mais colorer les points important me servira à distinguer et même à me rappeler des points lorsque je révise,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,J,Pr
je trouve ce module difficile surtout à distance ça me stresse un peu et j'aurais aimé avoir des corrigés type des exercices pour comparer,/,Esi,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,N,NE,N,NE,M,C
la présentation du cours est méthodique.,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
cela pourrait être mieux si le cours comportait plus d'exemples.,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,J,D
le cours est très bien structuré .,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
il y a un équilibre entre le texte et le schéma permettant une assimilation claire.,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,Pr
la méthode de dialogue est la meilleure pour moi j'ai trop aimé le prof,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,NE,J,D
le prof allait trop vite en td,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,M,G
"le prof écrit sur le pc , c'est la meilleure méthode ",/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,C
 le seul problème c'est que le prof travail d'une manière très rapide je me perds des fois ,/,Esi,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,N,NE,NE,C,C,CO
"Contenu pas clair, dommage",/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,C,A,CO
je ne pouvais pas interrompre l'enseignante dans les points que je n'ai pas compris et ça m'énerve,/,Esi,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,N,NE,N,C,C,G
je n'ai pas pu poser mes question par microphone à cause de la connexion et ça m'a rendu angoissée,/,Esi,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,A,Pr
"je n'ai rien compris , on avance trop vite sans bien expliquer chaque point, et la même chose dans les séances précédentes c'est énervant",/,Esi,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,N,NE,N,NE,M,Pr
"La prof ne nous entendait pas, elle a fini la dernière partie du chapitre et a fait quatre exercices en une heure, personne ne pourrait suivre on était tous perdus et stressés à cause d'elle et elle s'en foutait",/,Esi,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,N,H,NE,NE,M,S
"Je sais lire toute seule j'ai besoin d'explications et de plus d'exemples , et comme la prof n'entendez rien elle a cru que tout le monde a compris et passe au slides suivants ....",/,Esi,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,H,NE,C,E,D
"Cours mal organisé ,",/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,C,CO
pas d'animations ni de couleurs et surtout dans un tel module on en a besoin et comme ça il est juste ennuyant.,/,Esi,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,N,NE,NE,C,M,G
"y'avais pas d'interaction du tout, la prof n'entendez rien les étudiants n'ont pas arrêté de parler puisqu'elle entendait rien et ça m'a agacé ",/,Esi,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,M,Pr
"La prof va trop vite c vrai qu'on a seulement deux heures par semaine mais elle s'absente et puis fait tout en une heure, je suis perdu et j'arrive pas a me rattrapper,vraiment déçue d'elle 
",/,Esi,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,N,H,N,A,J,C
elle avance très vite ,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,M,Pr
Le contenu de ce cours est très important,/,Esi,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,CO
le cours est résumé  donc c'est très difficile de comprendre d'où les résultats sont venu ,/,Esi,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,C,M,G
parfois les questions organisés après plusieurs points ,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,C,M,Pr
Difficile à comprendre directement vu les problème de connexion d'internet,/,Esi,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,NE,M,C
j'ai pas aimé la façon de  la présentation surtout avec son rythme rapide d'explication ,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,D
cela pourrait être mieux si le cours contient juste l'essentiel,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,NE,NE,C,M,CO
le côté design est bien,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,Pr
l'enseignant nous entend pas  donc on est obligé d'utiliser le chat qui prend vraiment le temps,/,Esi,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,M,C
je n'aime pas la présentation du cours. je crois elle est compliquée,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,M,S
cela pourrait être mieux s'il écrit la solution ,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,NE,NE,C,A,G
pas du tout il a fait une série td dans le cours ce qui le rend mal organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,Pr
la plupart de temps je n'arrive pas a comprendre c'est stressant quand même,/,Esi,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,N,NE,N,NE,J,C
 J'aime bien la présentation de TD,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,S
le contenue est très claire,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
j'aime ce TD il est bien structuré  ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
elle écrit de façon claire ,/,Esi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
elle nous donne la possibilité de  participer et poser nos questions j'adore,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,NE,J,S
"elle explique tout j'aime bien les séance de ce cours, je me sens tout le temps à l'aise ",/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,NE,J,CO
le cours est bien structuré ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
Très bonne communication entre le prof et les étudiants,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,Pr
j'ai aimé le cours,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
elle explique très vite ,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,A,Pr
 la présentation etait parfaite,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,C
il y avait des coupures je n'ai pas pu suivre ,/,Esi,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,N,NE,N,NE,J,S
Le contenu de cours est chargée par rapport à la durée ,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,M,G
Le cours est bien organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
J'apprends pas toujours ce que je voulais vraiment juste des petites idées,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,A,J,C
très bien passé,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
trés trés important,/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,A,Pr
travail bien organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
la façon avec laquelle le prof expliquait m'a perturbé avec mes respects,/,Esi,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,N,NE,NE,C,A,Pr
questions/réponses durant le cours pour moi c'est la bonne solution j'adore,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
la méthode qu'utilise le prof pour expliquer (écrire à main levée) m'a un peu perturbé et stressé,/,Esi,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,J,S
la présentation est cool,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
c'est très organisé ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
beaucoup de texte mais je pense que c'est l'essentiel de l'essentiel,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,G
la méthode fait par le prof est géniale ,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,NE,M,Pr
2h de cours était très lourde pour moi j'avais mal aux yeux,/,Esi,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,U,J,C
Le cours est présenté un peu rapidement.,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
Ce cours contient pas mal d'informations importantes et très utiles pour un informaticien.,/,Esi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
Le cours et très bien structuré du côté pédagogique.,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Il y a un équilibre entre les textes et les couleurs.,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,NE,G
J'aime bien la méthode du dialogue qui est toujours adoptée dans ce cours.,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,Pr
Je trouve que la pratique après le cours joue un rôle très important dans la construction des connaissances de ce module.,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,C
l'enseignante travaille trop vite,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,F,G
très intéressant ,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
"Je n'arrivais pas à faire le TP avec vous, je me sens perdu",/,Esi,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,N,NE,N,NE,J,Pr
"j'ai bénéficié de ce cours, il est très intéressant ",/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
c'était génial,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
très structuré et bien organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,Pr
"la méthode faite par l'enseignant est géniale , avec une très bonne communication",/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,NE,M,S
Le prof prend beaucoup de temps pour faire un peu d'exercices. J'aime pas vraiment sa méthode,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,C,A,CO
"Mal organisé, des fois on prépare des exercices et le profs ne les traitent pas ",/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,NE,G
"Un peu de communication entre prof et étudiants, c'est frustrant",/,Esi,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,Pr
L'essentiel que c'est de comprendre ,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,A,J,C
 J'aime bien la présentation de ce cours,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,S
Le contenu de ce cours est très important ,/,Esi,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
 j’aime vraiment ce cours il est bien structuré et dans un ordre très logique,/,Esi,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,A,J,G
j'aime la méthode de dialogue faite par l'enseignant,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,I,J,Pr
C'est incroyable la quantité de connaissances que j'ai acquises aujourd’hui ,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,C
Oui je suis satisfait avec la méthode de l'enseignement j'ai aimé ,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,I,J,S
" des nouvelles notions sont abordées, j'aime bien",/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
"le cours de cette séance est organisé, j'aime bien",/,Esi,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,E,D
On se communique bien avec l'enseignant aucun problème avec ça il est trop gentil avec nous,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,C,A,G
"Pas vraiment, c'est ennuyant car  les pages du cours ne sont pas bien animées et colorées ",/,Esi,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,Pr
c'est fatiguant et stressant  de travailler chaque jour sur ce module á distance,/,Esi,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,C
"La présentation était bien , la prof écrivait sur un tableau blanc étapes par étape ce qui a aidé à mieux suivre et comprendre",/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
Les exercices et la méthode de simplification sont très bien expliqués donc il faut suivre dès le début pour bien avancer,/,Esi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
Très bonne structure,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,G
Très bonne interaction,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,F,Pr
Le TD de cette semaine s'est très bien passé,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,A,J,C
"Le prof nous lit ce qui est écrit sur powerpoint ou word  je me trouve perdu,  je préfère qu'il utilise l'application white board ou tableau blanc pour écrire ses exemples ",/,Esi,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,N,NE,N,NE,M,S
Le contenu du cours de cette séance est vraiment important,/,Esi,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
"je suis pas satisfait par la structure, j'aimerai avoir plus d'exemples pour mieux comprendre ",/,Esi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,C,M,CO
"Côté design , y'a pas mal de couleurs, de tableaux .. donc c'est suffisant",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,M,G
j'aime pas la méthode de communication car parfois on sent que l'élève n'as pas encore compris et le prof le dit ok il s'en fout vraiment de nous,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,H,NE,I,J,Pr
J'aimerai bien que le prof d'archi change sa méthode en ligne pour la prochaine séance,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,A,J,C
bien présenté j'adore la méthode du prof,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,NE,J,S
contenu important et complet ,/,Esi,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,D
design simple et beau ,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Très bonne communication entre nous tous, le prof me motive vraiment d'assister ",/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,C,C,Pr
je me sens à l'aise dans ce cours comme si on le fait en présentiel ,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,A,J,C
"il a sauté plusieurs points importants, son but était juste de finir et ça m'énerve ",/,Esi,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,N,H,NE,NE,J,S
le contenu de cette séance est important,/,Esi,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
il est structuré et organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,A,CO
cette séance contient des illustrations et des explications,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,C,G
"On peut pas parler juste deux fois en séance pour poser nos questions, j'aime pas vraiment la méthode de communication adapté par ce prof et ça me stresse ",/,Esi,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,M,Pr
"je termine la séance avec plusieurs choses pas vraiment claires, le prof m'énerve vraiment son seul but et de terminer le programme  ",/,Esi,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,N,H,NE,A,J,C
le temps de la séance est limité et l'enseignante était obligé d'aller trop vite,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,J,S
le cours est important et complet,/,Esi,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,D
le cours était cohérent,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,CO
"bien , il y avait des dessins et des explications j'aime bien",/,Esi,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,Pr
"le temps est limité, on ne pouvait pas poser plusieurs questions ni communiquer entre nous pour rendre la séance plus active dommage",/,Esi,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,I,J,C
la séance est parfaite j'adore le prof,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,NE,J,S
"le contenu est intéressant, et compréhensible",/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
le cours était bien structuré,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
design parfait rien à dire !,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
"excellente communication, on pouvait poser nos questions à n'importe quel moment et intervenir aussi j'adore  cette méthode",/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,I,J,Pr
J'aime bien le cours de cette séance j'étais à l'aise ,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,C
présentation  bien passée j'admire vraiment la méthode du prof et sa façon de parler ,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,NE,J,S
Le contenu était intéressant,/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,D
Très bonne structure pour ce cours,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
"Pas trop de couleurs , le prof écrit son analyse sur un fichier word et c'est tout",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,G
Très bonne interaction entre les étudiants et le prof,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,Pr
"En général, une séance d'une heure ou une heure et demi n'est pas suffisante pour avoir plus d'explication ou plus d'exemples mais en gros c'était bien passé",/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,C
"J'aime l'inter réaction entre le prof et nous surtout qu'on peut poser des questions par chat et il répond dès qu'il les voit, j'adore vraiment ce prof",/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,NE,J,S
Contenu complet avec trop d'exercices j'aime bien ,/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,D
Le cours est organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,CO
Rien à dire sur le design puisque les cours sont très attractifs et bien organisés,/,Esi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
Je n'aime pas quand le prof demande à être écouté jusqu'à la fin car parfois la question est sur une partie de ses paroles et donc nécessite une réponse direct.,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,I,J,Pr
J'apprécie vraiment cette séance,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,C
Je l'aime ! sa façon de présenter et expliquer tout est parfait ,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,NE,J,S
"contenu très explicite, j'ai bien compris",/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
séance structurée et cohérente,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
le design est bien,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
communication parfaite j'adore vraiment cette séance ,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
J'ai adoré cette séance j'ai bien compris et suivi avec le prof,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,A,J,C
Le td est bien présenté,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
Le contenu du TD est enrichissant en terme de culture d'entreprise,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
Assez structuré,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
Il contient des schémas explicatifs,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
assez bonne communication entre le prof et les étudiants ça rend le cours actif ,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,Pr
Assez bon cours je m'en sentais bien et j'ai bien compris  ,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,C
"J'aime pas la présentation du cours,C'est difficile de présenter les mathématiques sans un tableau et un stylo",/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
