Commentaire,Séance,Module,Aspect,Polarité,Sentiment,Attitude
Le cours contient beaucoup de texte  ,/,PRST1,D,N,M,NE
"Temps en temps le professeur nous oublie et continue son présentation sans voir nos questions ou vérifie si on suit avec lui, comme il est dans un autre monde je me sens perdu tout le temps ",/,PRST1,CO,N,F,H
Quand même si je me concentre je peux assimiler presque 60% du cours ,/,PRST1,G,P,J,NE
J'aime beaucoup ces présentations,/,ALG3,Pr,P,J,NE
"On traite beaucoup d'exemples pendant le cours, le prof est toujours à l'écoute, je l'aime",/,ALG3,C,P,J,A
"Le cours est bien organisé, chaque notion dépend de la précédente",/,ALG3,S,P,J,NE
"Le cours est trop chargé en texte avec une très petite police, sans couleur",/,ALG3,D,N,M,NE
J'aime bien l'interaction qu'il y'a entre nous et le professeur,/,ALG3,CO,P,J,NE
"Il y'a trop d'informations à retenir d'un seul coup, c'est difficile de tout garder en tête dans la même séance",/,ALG3,G,N,M,NE
je n'aime pas du tout la présentation de ce cours ,/,ALSDS,Pr,N,M,NE
"Cela pourrait être mieux si elle expliquait au lieu de faire une lecture aux slides(tout le monde sait lire), c'est dégoûtant",/,ALSDS,C,N,E,H
Le cours est bien organisé,/,ALSDS,S,P,J,NE
Le contenu est très bien animé ,/,ALSDS,D,P,J,NE
Aucune communication entre le prof et les étudiants ,/,ALSDS,CO,N,M,NE
Ce cours est très ennuyeux ,/,ALSDS,G,N,E,NE
"Le professeur parle de tout et de rien, c'est bien de discuter des fois; mais quand on discute plus qu'on travaille, ça devient angoissant",/,ALG3,Pr,N,A,NE
Nous faisons pas mal d'exercices et nous comprenons assez bien,/,ALG3,C,P,J,NE
Le td est bien organisé,/,ALG3,S,P,J,NE
"Pour les solutions du td envoyé par le professeur, je n'aime pas quand ils sont rédigés à la main car je n'y comprends rien du tout",/,ALG3,D,N,M,NE
Il n'y a pas beaucoup de communication relatives au td,/,ALG3,CO,N,M,NE
"Je n'ai pas appris beaucoup de choses, je préfère revoir des videos d'exo7math, ils sont biens mieux présentées et expliquées que ce prof",/,ALG3,G,N,M,H
"Je vois que le professeur, ne fait pas d'efforts pour expliquer, surtout que lui, il était major de promo, d'où il commence à raconter c'est l'expérience qui n'ont même pas d'importance il m'énerve ",/,SFSD,Pr,N,C,H
"Pour le cours, il n'est pas vraiment à la hauteur, on dirais que c'est de la littérature.",/,SFSD,C,N,M,NE
Pas d'organisation,/,SFSD,S,N,M,NE
"Je l'ai déjà dis. Le cours contient beaucoup de texte, on dirait que c'est de la  littérature",/,SFSD,D,N,M,NE
Le professeur s'intéresse qu'à une seule fille. Pourquoi? on sait pas ça rend tout le monde énervants,/,SFSD,CO,N,C,H
Trop de détails et j'aime pas du tout la méthode en ligne de ce prof,/,SFSD,G,N,M,NE
La présentation est riche et intéressante mais le rythme est un peu rapide c'est stressant,/,ARCH2,Pr,N,A,NE
J'aime le contenu de la présentation de ce module ; C'est très riche et informatif,/,ARCH2,C,P,J,NE
j'aime vraiment ce cours il est bien structuré et dans un ordre très logique,/,ARCH2,S,P,J,NE
"Le cours est composé par près de 90% de schéma, ce qui en fait un peu difficile à comprendre et surtout de réviser après",/,ARCH2,D,N,M,NE
une communication agréable entre le prof et les étudiants,/,ARCH2,CO,P,J,NE
J'aime pas du tout la manière de présenter le cours,/,PRST1,Pr,N,M,NE
Cela aurait était mieux si le cours comportait plus d'explications sur les les théorèmes et plus de preuves au lieu de les parachuter comme ça !,/,PRST1,C,N,M,NE
Structure assez avancée par rapport au acquis d'un élève 2CP.,/,PRST1,S,N,M,NE
"Peu de schéma graphs , illustration. Que du texte .",/,PRST1,D,N,M,NE
"Le cours est peu interactif , et laisse l'étudiant s'ennuyer assez rapidement",/,PRST1,CO,N,E,NE
Le prof m'a fait un peu perdre mon admiration pour les proba je l'admire pas ,/,PRST1,G,N,M,H
le cours était très bien présenté,/,SFSD,Pr,P,J,NE
"le contenu était riche , avec des exemples et des explications",/,SFSD,C,P,J,NE
il était bien structuré !,/,SFSD,S,P,J,NE
comme cours pédagogique il était acceptable ! et sur tous comme il est rédigé sous linux donc c'était beau,/,SFSD,D,P,J,NE
"Communication acceptable , toutes les questions sont prise en charge",/,SFSD,CO,P,J,NE
"plusieurs notions par séance ! personnellement  j'arrive pas à suivre la séance jusqu'à la fin  , et donc j'ai plusieurs lacune et je stresse !!!",/,SFSD,G,N,A,NE
"Le cours était très bien présenté , on n'a pas senti qu'il s'agit d'un cours en ligne j'adore le prof",/,SIC,Pr,P,J,A
Le contenu de ce cours est très important,/,SIC,C,P,J,NE
Ce cours est bien structuré et dans un ordre très logique,/,SIC,S,P,J,NE
Trop d'images à mon avis,/,SIC,D,P,J,NE
Très bonne communication j'aime trop,/,SIC,CO,P,J,NE
"Cours très intéressant , des séances très riches",/,SIC,G,P,J,NE
Le cours été bien présenté,/,ML,Pr,P,J,NE
"Le contenu est très riche, mais très axé sur la théorie",/,ML,C,N,M,NE
L'enchaînement des notions est bien fait,/,ML,S,P,J,NE
"Le cours manque de détails, le support ne contient pas les informations nécessaires pour comprendre le cours.",/,ML,C,N,M,NE
Je n'aime pas la méthode de gestion des problèmes rencontrés dans le TP,/,ML,CO,N,M,NE
Les tps contiennent beaucoup de fautes qui nous ont fait perdre beaucoup de temps pour rien.,/,ML,G,N,M,NE
Le cours était très bien présenté avec de riches et différents exemples,07/03/2021,SFSD,Pr,P,J,NE
Le contenu du cours était assez consistent,07/03/2021,SFSD,C,P,J,NE
Cours très bien structuré,07/03/2021,SFSD,S,P,J,NE
Contenu bien schématisé avec des exemples,07/03/2021,SFSD,D,P,J,NE
Le professeur a bien communiqué avec nous je l'aime bien,07/03/2021,SFSD,CO,P,J,A
Une très bonne qualité et quantité de connaissances proposé,07/03/2021,SFSD,G,P,J,NE
trop de questions perturbent le déroulements de la séance ça m'agace,29/01/2021,ALSDS,CO,N,C,NE
il faut faire une organisation entre les étudiants ils ne savent comment bien communiquer  ,29/01/2021,ALSDS,CO,N,M,NE
le cours est bien présenté et expliqué ,29/01/2021,ALSDS,Pr,P,J,NE
j'aime bien l'animation et la couleur rouge pour les remarques,29/01/2021,ALSDS,D,P,J,NE
"Le cours était bien présenté, le prof faisait des efforts pour que nous comprenions et n'hésitait pas à répéter s'il le fallait",21/02/2021,SYS1,Pr,P,J,A
"Pour les modules pratiques comme SYST, ce n'est pas très évident de présenter le cours en ligne",21/02/2021,SYS1,G,N,M,NE
"Le cours était bien structuré,",21/02/2021,SYS1,S,P,J,NE
Un peu trop d'orange à mon goût,21/02/2021,SYS1,D,N,M,NE
Très bonne communication entre prof et étudiant,21/02/2021,SYS1,CO,P,J,NE
Un peu de mal à saisir toute la somme d'informations présentées vu le rythme rapide,21/02/2021,SYS1,G,N,M,NE
il contenait l'essentiel et assez d'exemples pour faciliter la compréhension,21/02/2021,SYS1,C,P,J,NE
Le cours est présenté très rapidement.,13/02/2021,BWEB,Pr,N,M,NE
Le cours ne contient pas trop d'exemples ,13/02/2021,BWEB,C,N,M,NE
Le cours est très bien structuré.,13/02/2021,BWEB,S,P,J,NE
Il y a un équilibre entre les textes et les couleurs.,13/02/2021,BWEB,D,P,J,NE
Le dialogue est la meilleure solution.,13/02/2021,BWEB,CO,NE,NE,NE
Le cours est un peu encombré j'aime pas trop son déroulement en ligne,13/02/2021,BWEB,G,N,M,NE
Le cours est très bien présenté.,11/02/2021,ALSDS,Pr,P,J,NE
Il contient pas mal d'astuces pour réussir un programme ou un algorithme.,11/02/2021,ALSDS,C,P,J,NE
Le cours est très bien structuré,11/02/2021,ALSDS,S,P,J,NE
Le cours est bien construit,11/02/2021,ALSDS,D,P,J,NE
La communication est très active,11/02/2021,ALSDS,CO,P,J,NE
Rien à commenter j'aime bien ce cours en ligne ,11/02/2021,ALSDS,G,P,J,NE
c'était  nul présentation et  compréhension j'aime du tout ce prof,17/01/2021,ALSDS,Pr,N,M,H
si le prof a utilisé un tableau ou un écran pour expliquer les idée ça pourrait être mieux comme ça c'est nul,17/01/2021,ALSDS,C,N,M,NE
par contre le cours était bien structuré,17/01/2021,ALSDS,S,P,J,NE
la présentation côté design était à la hauteur,17/01/2021,ALSDS,D,P,J,NE
je ne préfère pas la méthode de laisser les questions à la fin de la séance car beaucoup de questions restent dans nos tête sans réponses,17/01/2021,ALSDS,CO,N,M,NE
personnellement j'ai pas pu suivre mes cours c'était une catastrophe pour moi et je stresse pour ça,17/01/2021,ALSDS,G,N,A,NE
"on peut pas comprendre ce qu'il dit même si on pose des questions , il sait que dire c'est évident et  c'est élémentaire , mais nous arrivons pas a comprendre il m'énerve",12/02/2021,ARCH1,Pr,N,C,H
le cours n'est pas bien présenté les slides sont mal animés,12/02/2021,ARCH1,D,N,M,NE
il est bien structuré et dans un ordre très logique,12/02/2021,ARCH1,S,N,M,NE
j'aime bien que ce cours sera beau comme celui d'electricité parce que la il est vraiment catastrophique,12/02/2021,ARCH1,G,N,M,NE
c'est pas pratique de communiquer avec le prof il comprend rien on dirait on parle chinois,12/02/2021,ARCH1,CO,N,M,H
j'espère que la méthodologie s'améliore,12/02/2021,ARCH1,G,NE,NE,NE
j'ai pas pu assisté et j'ai rien compris du module,08/02/2021,TEE,G,N,M,NE
je sais pas pourquoi on doit lire un roman dans une école d'informatique c'est une blague,08/02/2021,TEE,G,N,M,NE
mauvaise structure,08/02/2021,TEE,S,N,M,NE
les slides sont pas attirants ,08/02/2021,TEE,D,N,M,NE
la connexion internet n'est pas bonne donc j'arrive pas à bien communiquer avec les autres c'est stressant,08/02/2021,TEE,CO,N,A,NE
j'aime pas du tout le contenu,08/02/2021,TEE,C,N,M,NE
La prof est si comprehensive.,12/02/2021,ARCH1,Pr,P,J,A
Le cours était très intéressant,12/02/2021,ARCH1,C,P,J,NE
Il bien bien structuré,12/02/2021,ARCH1,S,P,J,NE
Le cours est très organisé et bien fait,12/02/2021,ARCH1,D,P,J,NE
Pour moi la prof d'archi est très patiente et respectueuse,12/02/2021,ARCH1,CO,P,J,A
J'ai pas aimé la présentation du cours  car le prof accélérait sans prendre en considération notre compréhension,02/02/2021,ALSDS,Pr,P,J,NE
Cela pourrait être mieux simplifie les notions car il a un niveau haut et il n'arrive pas à simplifier les notions,02/02/2021,ALSDS,C,N,M,NE
Mal organisé,02/02/2021,ALSDS,S,N,M,NE
Il contient des couleurs attirantes,02/02/2021,ALSDS,D,P,J,NE
Le prof nous humilie quand on ne comprends pas quelques chose pour lui tout est évident je le déteste,02/02/2021,ALSDS,CO,N,M,H
Je veux apprendre mais avec le prof  je sens que je perdu mon temps sans rien apprendre,02/02/2021,ALSDS,G,N,M,H
On comprend Rien avec le prof du cours il est vraiment ennuyant,21/01/2021,ALSDS,Pr,N,E,H
Cela pourrait être mieux s'il augmente le volume horaire,21/01/2021,ALSDS,G,NE,NE,NE
Le cours est bien structuré,21/01/2021,ALSDS,S,P,J,NE
Les slides sont bien organisé,21/01/2021,ALSDS,D,P,J,NE
J'arrive à comprendre le contenue du cours,21/01/2021,ALSDS,C,P,J,NE
Je l'aime bien ce prof,11/02/2021,ALSDS,Pr,P,J,A
Le contenu est important,11/02/2021,ALSDS,C,P,J,NE
Bien structuré on fait des choses spécifiés,11/02/2021,ALSDS,S,P,J,NE
Avec chaque notion il ya des exemples pour simplifier la compréhension j'adore,11/02/2021,ALSDS,C,P,J,NE
Il nous donne la possibilité de parler et poser des questions je l'admire,11/02/2021,ALSDS,CO,P,J,A
Présentation du prof magnifique,02/12/2021,ARCH1,Pr,P,J,A
Le contenu de ce cours est très important,02/12/2021,ARCH1,C,P,J,NE
c'était bien organisé,02/12/2021,ARCH1,S,P,J,NE
j'ai aimé la présentation,04/02/2021,TEE,Pr,P,J,NE
On étudie la même chose chaque séance c'est énervant,04/02/2021,TEE,C,N,C,NE
Des blocs textuels difficiles à lire,04/02/2021,TEE,D,N,M,NE
Elle nous donne la possibilité de parler,04/02/2021,TEE,CO,P,J,NE
Je n'ai pas bénéficié de cette séance,04/02/2021,TEE,G,N,M,NE
"J'aime bien la façon dans laquelle le prof présente son cours, c'est un bon prof ",/,SINF,Pr,P,J,A
Le contenu du cours pas très important ,/,SINF,C,N,M,NE
Le contenu des cours est bien structuré et bien organisé,/,SINF,S,P,J,NE
Un design attirant j'aime bien,/,SINF,D,P,J,NE
Très bonne communication entre le prof et les étudiants en plus il répond sur les questions tout de suite.,/,SINF,CO,P,J,NE
Le cours était intéressant et enrichissant et je l'aimais bien ce module et ce prof.,/,SINF,G,P,J,A
J'ai bien aimé la présentation de ce cours,/,SFSD,Pr,P,J,NE
Le contenu de ce cours est très important à mon avis,/,SFSD,C,P,J,NE
Le cours était bien structuré et dans un ordre très logique,/,SFSD,S,P,J,NE
Il y a beaucoup des schémas et un peu de texte  c'est bien,/,SFSD,D,P,J,NE
"le cours est théorique au point ou il est inutile dans le TD
l'accélération de la présentation du cours",/,ARCHI1,Pr,N,M,NE
pdf du cours n'a aucune information utile ,/,ARCHI1,C,N,M,NE
la chronologie des chapitres est logique,/,ARCHI1,S,P,J,NE
"le design n'est pas fatiguant, c'est bien",/,ARCHI1,D,P,J,NE
Le prof essaie de communiquer avec les étudiants,/,ARCHI1,CO,P,J,NE
"Je ne pouvais jamais comprendre une chose dans le cours, c'est dégoûtant",/,ARCHI1,G,N,E,NE
Le cours est bien présente,/,ANAL1,Pr,P,J,NE
Le cours contient beaucoup d'information utile pour le Td et les examens,/,ANAL1,C,P,J,NE
Il est bien structuré et bien expliqué,/,ANAL1,S,P,J,NE
"Tres amicable avec l'etudiant, j'aime ce prof",/,ANAL1,Pr,P,J,A
Le prof explique tres tres bien et répète toujours pour que tout le monde puisse comprendre,/,ANAL1,CO,P,J,NE
Le cours m'a vraiment aidé dans les examens,/,ANAL1,G,P,J,NE
Le prof a bien présenté le cours,/,ALG3,Pr,P,J,NE
le cours n'est pas vraiment organisé,/,ALG3,S,N,M,NE
"le prof est amicable, je l'aime",/,ALG3,Pr,P,J,A
Le prof a toujours essayé de son mieux pour bien communiquer avec nous tous je l'adore,/,ALG3,CO,P,J,A
"A l'aide de la série de TD , j'ai pu comprendre ce module",/,ALG3,G,P,J,NE
le cours est bien présenté,/,ELECTF,Pr,P,J,NE
Les informations sont un peu basiques mais on peut comprendre le principe,/,ELECTF,C,P,J,NE
le pdf du cours est bien designé et simple,/,ELECTF,D,P,J,NE
"on peut poser des questions si on comprend pas, il y a une bonne communication entre le prof et les étudiants, c'est mon meilleur prof",/,ELECTF,CO,P,J,A
Ce module est vraiment facile à comprendre,/,ELECTF,G,P,J,NE
Le prof est vraiment intelligent j'aime bien la façon dont il explique son cours en ligne,/,SFSD,Pr,P,J,A
il y a TROP D'INFORMATIONS j'aime pas vraiment,/,SFSD,C,N,M,NE
Je trop le cours trop chargé et mal organisé,/,SFSD,S,N,M,NE
Les exemples du déroulement sont bien illustrés,/,SFSD,D,P,J,NE
Le prof est vraiment gentil et répond à toutes les questions je l'adore,/,SFSD,CO,P,J,A
"Ce module en ligne est vraiment dur, et je ne vois pas son intérêt",/,SFSD,G,N,M,NE
"j'apprécie la méthode de prof, car elle explique en écrivant sur un tableau microsoft je l'adore",/,TSG,Pr,P,J,A
J'ai pas aimé vraiment le contenu de ce cours il manquait des exemples,/,TSG,C,N,M,NE
"l'organisation logique de cours, permettra mieux lier les notion appris",/,TSG,S,P,J,NE
"Dans ce module on fait les graphes des fonctions et les couleurs n'apportent pas de plus , le plus important et la meilleur chose qui capte l'intension c'est d'expliquer dans un tableau et donner l'application des chose dans le terrain et on a déja ça ",/,TSG,D,P,J,NE
"j'ai aimé la méthode de la prof, elle essaye toujours d'avoir une conversation avec nous je l'adore",/,TSG,CO,P,J,A
quand la quantité d'informations est trop et le prof ne coordonne pas le notion entre elle vous perdez la volonté d'étudier en ligne ce qui est mon cas,/,TSG,G,N,M,NE
Ennuyant j'arrive à peine à rester éveillé,/,SEC,Pr,N,E,NE
"trop théorique, des exemple concret sont nécessaires",/,SEC,C,N,M,NE
design assez bien fait,/,SEC,D,P,J,NE
le prof n'utilise pas le chat et ça me stresse,/,SEC,CO,N,A,NE
ce module  est loin d'être suffisant pour s'initier à la sécurité informatique j'ai pas aimé vraiment son déroulement en ligne,/,SEC,G,N,M,NE
cours présenté assez bien,/,RES2,Pr,P,J,NE
Le contenu de ce cours est important en général,/,RES2,C,P,J,NE
oui bien structuré et organisé ,/,RES2,S,P,J,NE
design très banal j'aime pas ,/,RES2,D,N,M,NE
le cours est très dynamique j'aime bien la communication,/,RES2,CO,P,J,NE
cours et td mal gérés en ligne j'ai pas aimé du tout ,/,RES2,G,P,J,NE
"cours bien expliqué, le prof avance doucement selon le rythme des étudiants, et répond aux questions avec patience je l'adore",/,HPC,Pr,P,J,A
très bon contenu j'aime bien,/,HPC,C,P,J,NE
très bien organisé,/,HPC,S,P,J,NE
beaucoup de schémas explicatifs j'aime trop,/,HPC,D,P,J,NE
Très bonne communication entre le prof et les étudiants j'aime bien,/,HPC,CO,P,J,NE
j'ai aimé le déroulement de ce module en ligne,/,HPC,G,P,J,NE
"Méthodologie géniale, le prof traite d'exemples réels ce qui nous fait découvrir la vie en entreprise et le monde professionnel je l'adore",/,CPRJ,Pr,P,J,A
Contenu assez complet je trouve,/,CPRJ,C,P,J,NE
Structure bonne et logique,/,CPRJ,S,P,J,NE
"Beaucoup d'images et de schémas, ce qui rend le cours attrayant",/,CPRJ,D,P,J,NE
"La méthode d'enseignement et de communication est géniale, le prof nous donne énormément d'exemples de la vie réelle",/,CPRJ,CO,P,J,NE
J'adore le contenu et la façon dont ce cours est enseigné le prof est vraiment gentil et attentif,/,CPRJ,G,P,J,A
Le cours est assez bien présenté,/,SYSC,Pr,P,J,NE
"Beaucoup d'écriture j'aime pas , si on avait plus d'exemples ça aurait été mieux",/,SYSC,C,N,M,NE
"La structure pourrait être améliorée, en enlevant le superflu de texte sinon comme ça j'aime pas trop",/,SYSC,S,N,M,NE
Couleurs adéquates pour un cours,/,SYSC,D,P,J,NE
j'aime pas vraiment la communication je stresse tout le temps et ça me déconcentre rapidement ,/,SYSC,CO,N,A,NE
Je perds souvent ma concentration au bout d'un certain temps et ça m'énerve,/,SYSC,G,N,C,NE
J'aime bien l'énergie du prof et son respect des horaires.,/,ML,Pr,P,J,A
"Contenu intéressant, correspond à l'actualité.",/,ML,C,P,J,NE
"Très bien structuré, avec un bon ordonnancement des notions.",/,ML,S,P,J,NE
"Des slides clairs, lisibles et surtout expressifs.",/,ML,D,P,J,NE
Tres bonne communication avec des réponses bien structurées aux questions.,/,ML,CO,P,J,NE
"J'attends les prochains cours, spécialement ceux en présentiel",/,ML,G,NE,NE,NE
"Notre prof explique très bien et va doucement tout comme en présentiel, malgré qu'il y'a des coupures de sa part des fois qui ne dépassent pas les 5 min, mais en générale mon commentaire reste positif",/,RES2,Pr,P,J,A
Le contenu des tps ne sont pas très pratiques de les faire en ligne,/,RES2,C,N,M,NE
"Le cours est parfait et très bien structuré, une chose qui est approuvée par plusieurs personnes des années précédentes",/,RES2,S,P,J,NE
Un équilibre parfait entre l'écriture et les schémas,/,RES2,D,P,J,NE
L'enseignant ignore le chat souvent jusqu'à ce qu'il termine la partie abordée entièrement et j'aime pas vraiment cette méthode,/,RES2,CO,N,M,NE
" notre prof nous ajoute parfois des séances dans le même jour , c'est qui rond les choses un peu lourdes pour moi",/,RES2,G,N,M,NE
"le cours n'est pas bien présenté, certaines loi ne figurent pas dans les slides, l'enseignant parle rapidement on a des difficultés à nous rattraper",/,COFI,Pr,N,M,NE
Le contenu de ce cours est très important pour les SIT,/,COFI,C,P,J,NE
"Cours mal organisé, beaucoup de redondance des éléments, très chargés, très peu d'exemples",/,COFI,S,N,M,NE
il y'a beaucoup de texte et très peu de schéma,/,COFI,D,N,M,NE
Absence totale de communication entre le prof et les étudiants ce qui rend la séance ennuyante,/,COFI,CO,N,E,NE
"Je n'arrive pas à comprendre les lois, ce court nécessite un tableau et non pas un écran c'est stressant vraiment",/,COFI,G,N,A,NE
Le module est bien présenté et on comprend bien le but de l'unité d'enseignement ainsi que les notions à acquérir.,/,THP,Pr,P,J,NE
"Le cours devrait comprendre plus d'exemples d'application, pur théorie.",/,THP,C,N,M,NE
"Les cours et séances sont mal structuré, avec une cadence très perturbée (condensation en fin de Semestre) et un déséquilibre dans le volume horaire des chapitres",/,THP,S,N,M,NE
"En général les cours sont peu attirant, design médiocre",/,THP,D,N,M,NE
Les enseignants sont très actifs et communiquent bien.,/,THP,CO,P,J,NE
"Malgré que c'est un module intéressant, il a laissé une mauvaise trace surtout avec la cadence perturbée",/,THP,G,N,M,NE
"J'ai bien aimé la présentation de ce prof, il est mon préféré",/,ASI,Pr,P,J,A
Les diapo était bien représenté et bien désigné,/,ASI,D,P,J,NE
"Y avait pas vraiment de communication car les étudiants hésite à participer, c'est pas motivant et ennuyeux ",/,ASI,CO,N,E,NE
Le cours de ce prof est parmi les meilleurs cours présenté en ligne,/,ASI,G,P,J,A
"Le cours est bien représenté, et l'enseignant nous donne des exemples concrets",/,TDM1,Pr,P,J,NE
Le contenu de module attire les étudiants car il est pratique,/,TDM1,C,P,J,NE
Le cours est bien structuré avec des sections et des titres bien choisis,/,TDM1,S,P,J,NE
Le design et même les couleurs sont bien choisis,/,TDM1,D,P,J,NE
Il demande chaque à fois si on a des questions donc c'est bien,/,TDM1,CO,P,J,NE
Le cours comporte beaucoup de notions mais il nous donne le temp pour les assimiler,/,TDM1,G,P,J,NE
"Le cours a été  présenté comme si on est dans une formation professionnelle , ce qui est bien ",/,BDA,Pr,P,J,NE
Les notions abordés sont mis à jour ce qui très important,/,BDA,C,P,J,NE
Le profs nous donne toujours la possibilité d'interagir avec lui ,/,BDA,CO,P,J,NE
Le cours m'as donné la possibilité de comprendre quelque notions que j'ai entendu parlé pas mal de fois,/,BDA,G,P,J,NE
"l'enseignant présente très bien son cours en utilisant des exemples concrets et des histoires réelles, c'est un bon prof ",/,CPRJ,Pr,P,J,A
il est bien structuré on voit le fil conducteur ,/,CPRJ,C,P,J,NE
le contenu est mal disposé ,/,CPRJ,D,N,M,NE
le prof encourage les étudiants à participer j'aime bien,/,CPRJ,CO,P,J,NE
le prof va trop vite dans l'explication donc je me sens perdu et angoissé,/,RES2,Pr,N,A,NE
les notions des réseaux sont bien traitées ,/,RES2,C,P,J,NE
Les tds/tps ne sont pas toujours organisés ,/,RES2,S,N,M,NE
"Le design du cours est trop simple, c'est bien",/,RES2,D,P,J,NE
Je n'aime pas la méthode utilisée ( partager un fichier docx et travailler ensemble ) ,/,RES2,CO,N,M,NE
"Généralement le module est très intéressant, ses notions sont très importantes et bien présentées",/,RES2,G,P,J,NE
Le rythme est trop rapide ,/,RES2,Pr,N,M,NE
contenu bien détaillé,/,RES2,C,P,J,NE
le cour est bien structuré on voit le flow entre les titres ,/,RES2,S,P,J,NE
les slides sont très simples ils contiennent tout ce qu'il faut pour la compréhension ,/,RES2,D,P,J,NE
le professeur incite les étudiants à poser des questions ,/,RES2,CO,P,J,NE
"je perds le fil vers la fin du cours quand il y a beaucoup de contenu et la durée est un peu longue, surtout qu'on est à notre troisième semestre en ligne ce dernier est de plus en plus fatiguant, je me sens angoissé ",/,RES2,G,N,A,NE
La façon de présentation du cours est bien organisé et structuré,/,RES2,Pr,P,J,NE
Les notions présentées dans le cours est une combinaison de la partie théorique et aussi la partie pratique qui est un motivant pour les étudiants de suivre et concentrer pendant le cours,/,RES2,C,P,J,NE
"Le cours contient plus de texte que des images , en plus le thème , le design n'est pas modern et attirant",/,RES2,D,N,M,NE
"Je n'arrive pas a comprendre 100% le contenu du cours vu que les coupures d'internet , d'électricité sont fréquent dans notre pays :)",/,RES2,G,N,M,NE
Il faut une nouvelle structuration j'ai pas aimé ,/,IPLS,S,N,M,NE
j'ai adoré ce module,/,IPLS,G,P,J,NE
"J'ai pas apprécié la présentation du cours , ça se résumait à la lecture des slides",/,TPGO,Pr,N,M,NE
c'est un peu trop chargé fallait diviser le programme en deux semestre pour assimiler les notions correctement,/,TPGO,C,N,M,NE
Les notions sont ordonnées logiquement ,/,TPGO,S,P,J,NE
"Absence de couleurs , schémas quasi inexistant , zero photos , ce cours a vraiment un design des années 90 ",/,TPGO,D,N,M,H
"Mauvaise communication, le prof ne tient pas compte de l'état des étudiant il a meme pas voulu discuté des cours inclut à l'examen c'est énervant  mauvais exemple comme prof",/,TPGO,CO,N,C,H
"Ce cours était un calvaire pour la majorité des étudiants de ma promo et même des autres promo, c'est très énervant",/,TPGO,G,N,C,H
"contenue très important, explication très attirante, Pas ennuyeux, le prof utilise des exemples qui nous font bien comprendre. C'est le meilleur",/,TDM1,C,P,J,A
"Si seulement tous les modules étaient enseignées de la même manière, j'aime trop la structure de prof dans ce cours",/,TDM1,S,P,J,A
"Très bonne communication entre le prof et les étudiants, après chaque partie expliquée on peut poser nos questions.",/,TDM1,CO,P,J,NE
J'ai compris 98% du cours aujourd’hui ^^,/,TDM1,G,P,J,NE
"L'enseignante explique de manière très rapide; la quantité d'information est très grande, on n'arrive pas à suivre et à assimiler, c'est vraiment énervant",/,SGBD,Pr,N,C,NE
"le contenue de cours est important, mais j'aime pas le fait de mettre le texte en anglais et d'expliquer en français , j'arrive pas à suivre , je suis perdu et angoissé",/,ALOG,C,N,A,NE
Nous sommes au début mais je ne comprends toujours pas l'objectif derrière quelques notions abordées. ,/,MCSI,Pr,N,M,NE
"À mon avis, il peut avoir un peu plus de couleurs et de schémas.",/,MCSI,D,N,M,NE
L'enseignante ne communique pas avec les étudiants. c'est dégoûtant,/,MCSI,CO,N,E,NE
Jusqu'à présent j'ai pas bien compris les notions de ce cours.,/,MCSI,G,N,M,NE
La méthode dont le prof présente son cours donne l'impression que même lui n'a pas bien saisi les notions grave vraiment Sa méthode est mauvaise,/,RES1,Pr,N,M,H
"il ne donne jamais d'importance au design, des textes randoms partout, les couleurs et les tailles de police ne sont pas unifiées ",/,RES1,D,N,M,NE
Le prof nous donne la main de gérer la séance .. et il essaye toujours de répondre aux questions,/,RES1,CO,P,J,NE
C'est un module très intéressant et plus au moins bien fait en ligne,/,RES1,G,P,J,NE
"Le cours est trop chargé et très long,  beaucoup de choses à savoir ",/,PRST2,C,N,M,NE
Il y a peu de schémas ,/,PRST2,D,N,M,NE
J'arrive pas a suivre le professeur je me perds tout le temps avec sa façon de faire les choses en ligne et ça me stresse,/,PRST2,G,N,A,NE
Contenu pas bien exposé ,/,SINF,C,N,M,NE
J'aime bien la présentation et la méthode adaptée pour ce cours en ligne ,/,ANAL2,Pr,P,J,NE
J'aime vraiment ce cours il est bien structuré et dans un ordre très logique,/,ANAL2,S,P,J,NE
la méthode de présentation est bien organisée,/,ALSDS,Pr,P,J,NE
Trop de couleurs et c'est très utile j'adore,/,ALSDS,D,P,J,NE
"La présentation, ils passent juste des slides , et il y a pas assez d'exemple pour mieux comprendre, c'est ennuyeux",/,ARCHI2,Pr,N,E,NE
"Oui  j'aime bien le contenu  , car on fait juste la théorie en cours ",/,ARCHI2,C,P,J,NE
"Ya pas beaucoup d'explication dans le cours, c'est très bien tout est résumé",/,ARCHI2,C,P,J,NE
il y a pas des images et des exemples de programmation ,/,ARCHI2,D,N,M,NE
L'enseignant nous laisse poser nos questions et ils nous encourage à le faire je l'adore,/,ARCHI2,CO,P,J,A
"La leçon est complexe et ne convient pas à un suivi en ligne. La plupart d'entre nous n'ont pas compris les leçons à distance, c'est stressant",/,ARCHI2,G,N,A,NE
Le contenue de cours est complexe. Le comprendre est difficile en ligne et demande beaucoup de temps et d'efforts.,/,ARCHI2,C,N,M,NE
La présentation de la leçon n'est pas claire et difficile à comprendre.,/,ARCHI2,Pr,N,M,NE
les slides sont très riches,/,POO,D,P,J,NE
